999 LIV 1.0 24 120P 001 153 L009 -37.03032 -73.52048 016 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 120P 001 154 L101 -37.36375 -73.65797 033 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 3ESP 001 155 L102 -37.43337 -72.14577 383 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 120P 001 156 L103 -37.33857 -71.53230 702 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 3T   001 157 L104 -37.85984 -72.08924 375 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 40T  001 158 L105 -38.45515 -71.36195 1645 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 3T   001 159 L106 -38.33738 -71.80987 831 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 40T  001 160 L107 -39.33310 -71.78885 365 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 40T  001 161 U69B -34.37062 -71.17640 175 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 120P 001 162 U40B -36.63303 -72.85878 308 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 3T   001 163 U16B -36.85773 -73.07979 021 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 3ESP 001 164 QC08 -38.27233 -73.20098 099 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 3ESP 001 165 UO2B -37.20589 -72.98051 206 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 3ESP 001 166 QC11 -37.76655 -73.48930 000 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 3ESP 001 167 L201 -38.50780 -73.14523 726 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 OBS 001 172 LA01 -37.4033 -74.0008 -1661 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 OBS 001 173 LA02 -37.9015 -74.6378 -4637 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 OBS 001 174 LA03 -38.1512 -74.634 -4647 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 OBS 001 175 LA04 -38.0872 -74.0922 -1063 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 OBS 001 176 LA05 -38.3517 -74.4998 -3328 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 OBS 001 177 LA06 -38.3607 -74.2533 -2099 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 OBS 001 178 LA07 -37.402 -74.6237 -4686 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 OBS 001 179 LA08 -36.9502 -74.1518 -3227 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 OBS 001 180 LA09 -37.8427 -73.9948 -808 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 OBS 001 181 LA1P -37.9 -74.408 -3155 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 OBS 001 182 LA1N -37.9 -74.408 -3155 2010.01.01 00:00 2010.12.31 24:00 LIV
999 GRID 1.0 24 ZZ 001 168 L901  -36.0000 -76.0000 0   2010.01.01 00:00 2010.12.31 24:00 Oultine
999 GRID 1.0 24 ZZ 001 169 L901  -40.0000 -76.0000 0   2010.01.01 00:00 2010.12.31 24:00 Oultine
999 GRID 1.0 24 ZZ 001 170 L901  -36.0000 -72.0000 0   2010.01.01 00:00 2010.12.31 24:00 Oultine
999 GRID 1.0 24 ZZ 001 171 L901  -40.0000 -72.0000 0   2010.01.01 00:00 2010.12.31 24:00 Oultine
